,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
13288,239,351,16,84,135,14,24,6,13,3,13,63,34,145,145,2,3,266,345,1,0,0
13289,250,306,0,99,52,5,19,2,3,15,9,47,60,253,238,7,7,273,280,0,197,1
13290,131,196,0,215,144,9,11,16,11,0,7,92,76,354,366,10,9,158,192,0,2,0
13291,111,145,0,215,144,13,18,13,13,10,13,77,58,508,503,10,9,109,138,0,0,0
13292,125,193,0,38,99,14,27,7,7,10,13,52,28,330,309,0,0,131,201,0,0,0
13293,97,208,0,34,108,7,24,6,7,11,18,50,32,174,148,1,1,174,220,0,2,0
13294,260,259,0,65,106,9,18,10,9,12,13,63,55,322,343,4,2,255,254,0,0,0
13295,117,150,40,65,76,14,52,7,6,13,23,54,45,155,119,1,1,128,163,1,31,1
13296,175,248,0,27,95,13,6,12,14,2,4,77,38,330,300,0,1,184,257,0,0,0
13297,81,101,0,215,144,8,10,8,10,7,4,42,42,508,503,10,9,88,104,0,0,0
13298,270,329,6,44,40,14,31,11,14,7,22,83,42,140,171,7,7,247,320,0,6,0
13299,189,186,73,7,30,14,35,7,15,16,20,88,90,147,129,8,8,178,151,1,70,1
13300,209,230,2,215,144,16,64,12,12,15,10,44,23,508,503,2,1,216,237,0,0,0
13301,208,245,0,129,121,12,34,13,15,19,23,53,29,231,236,3,7,206,249,0,2,0
13302,211,342,0,215,144,9,15,2,8,9,7,44,13,269,262,10,9,235,335,0,0,0
13303,214,270,0,98,116,8,21,8,11,9,11,64,36,307,303,1,4,204,264,0,0,0
13304,216,334,0,118,125,9,13,9,11,10,6,47,19,213,203,2,9,223,325,0,0,0
13305,152,210,44,215,144,5,7,3,2,4,2,80,49,141,154,10,9,166,216,1,52,1
13306,274,380,0,129,101,15,37,3,3,22,22,41,27,231,202,1,7,329,384,0,68,1
13307,181,252,0,34,54,15,34,3,3,23,26,71,65,269,246,3,7,192,238,0,104,1
13308,112,178,0,32,87,13,18,14,13,4,11,57,49,264,262,1,5,140,176,0,0,0
13309,227,256,0,215,144,9,24,9,1,7,7,63,61,233,228,10,9,240,269,0,16,1
13310,204,251,0,60,40,3,5,0,1,3,4,67,57,300,288,2,7,224,254,0,56,1
13311,174,208,117,215,82,3,14,3,6,11,12,71,42,300,265,6,4,180,221,1,0,0
13312,272,277,8,7,21,2,12,9,2,4,4,69,81,214,219,7,7,294,277,0,57,1
13313,279,333,0,63,59,14,29,6,6,10,13,43,29,167,194,10,9,285,335,0,8,0
13314,76,67,86,215,144,9,35,2,10,15,11,96,86,508,503,10,9,57,63,1,0,0
13315,282,316,0,122,104,3,22,12,12,8,10,65,43,215,217,6,1,258,309,0,6,0
13316,230,300,8,215,144,2,16,3,3,4,6,77,38,378,355,10,9,240,303,0,0,0
13317,156,217,2,21,75,3,25,6,6,11,17,68,36,191,147,4,6,143,228,0,0,0
13318,247,282,0,215,144,5,16,6,5,11,18,50,59,300,288,10,9,285,276,0,0,0
13319,95,151,0,15,64,5,14,3,13,11,5,75,50,412,404,7,6,106,149,0,0,0
13320,149,229,0,44,119,9,24,0,9,12,3,58,36,295,292,0,0,153,227,0,0,0
13321,264,346,0,58,81,3,22,2,2,13,14,53,30,282,260,1,5,276,356,0,0,0
13322,166,257,0,19,91,3,27,5,3,14,21,38,17,286,267,5,7,173,263,0,9,0
13323,216,225,0,29,36,0,19,1,1,12,10,73,48,350,352,7,5,191,218,0,0,0
13324,122,210,0,215,66,13,31,6,14,7,18,68,53,194,188,3,7,193,213,0,70,1
13325,274,293,72,9,20,4,19,4,4,5,12,98,69,147,156,7,7,255,298,1,4,0
13326,20,63,15,215,144,12,20,16,15,0,14,95,86,508,503,10,9,25,59,1,0,0
13327,205,315,40,54,110,14,17,7,14,2,9,83,38,213,198,1,9,229,320,1,0,0
13328,175,166,2,27,89,13,19,12,13,12,15,58,50,317,352,4,3,164,162,0,8,0
13329,148,235,0,215,144,9,23,9,10,8,14,51,47,371,364,10,9,206,236,0,0,0
13330,246,319,0,75,109,0,18,2,4,11,6,19,10,262,237,1,0,260,327,0,0,0
13331,190,281,0,36,111,7,15,9,6,5,11,74,41,335,315,1,1,196,289,0,0,0
13332,212,276,0,215,144,1,11,1,8,7,6,86,76,268,270,10,9,216,253,0,0,0
13333,198,274,0,74,123,9,18,7,9,6,10,65,37,325,300,0,1,215,282,0,0,0
13334,201,303,0,215,144,0,15,11,16,6,39,36,100,227,503,10,9,289,468,0,0,0
13335,192,191,10,19,144,8,14,10,10,5,12,94,65,286,293,7,6,164,184,1,0,0
13336,236,286,0,102,113,12,24,11,12,6,13,59,57,178,216,1,6,278,280,0,2,0
13338,157,185,0,30,95,7,25,3,14,12,14,55,33,174,207,4,5,158,194,0,0,0
13339,61,143,16,29,144,7,14,6,7,4,10,92,56,285,291,7,7,106,155,1,4,0
13340,84,168,0,5,49,7,18,7,14,7,16,64,49,333,320,6,4,119,158,0,0,0
13341,222,212,0,44,101,0,26,0,2,20,16,68,72,326,322,3,3,218,212,0,0,0
13342,255,295,0,215,144,16,64,4,16,2,39,68,100,508,503,2,9,279,468,0,42,1
13343,125,187,0,17,70,10,7,16,10,0,4,98,52,447,460,1,7,115,199,0,0,0
13344,223,220,35,72,51,12,21,13,15,6,14,64,63,209,249,7,6,213,195,1,9,0
13345,242,221,0,215,144,10,11,12,14,6,4,81,69,508,503,10,9,213,230,0,0,0
13346,197,217,0,215,144,8,11,11,0,8,5,67,66,342,356,10,9,197,217,0,0,0
13347,189,228,0,63,134,16,64,11,8,2,10,75,61,289,301,2,0,206,242,0,0,0
13348,160,189,44,3,44,16,64,14,2,7,16,94,62,414,413,7,5,139,189,1,59,1
13349,212,234,21,17,124,3,9,11,0,6,8,50,41,235,246,1,1,232,245,1,0,0
13350,271,345,0,54,107,0,21,9,6,5,10,75,53,251,234,1,1,292,334,0,0,0
13351,186,290,0,215,144,3,13,5,13,6,8,42,38,214,207,10,9,243,264,0,0,0
13352,118,263,8,7,124,6,16,5,6,8,8,68,41,335,313,3,6,189,268,0,0,0
13353,124,153,0,17,68,7,18,6,15,6,4,66,50,297,334,6,6,125,145,0,0,0
13354,211,268,0,72,77,2,21,10,4,13,9,44,49,314,306,1,7,244,249,0,0,0
13355,200,249,0,215,144,7,24,13,7,13,8,41,32,348,337,10,9,221,256,0,0,0
13356,43,149,13,9,94,2,3,16,14,0,4,80,44,368,358,0,2,78,156,1,0,0
13357,132,170,0,13,36,12,13,3,12,3,10,69,58,295,309,7,7,139,166,0,0,0
13358,196,210,0,56,1,12,17,15,8,5,7,59,51,317,334,10,9,191,211,0,0,0
13359,162,212,0,215,144,2,9,11,2,3,7,72,61,508,503,10,9,187,205,0,0,0
13360,87,229,8,215,144,11,14,6,15,5,7,75,36,288,288,1,9,144,224,0,0,0
13361,156,173,27,215,144,12,14,10,9,5,7,88,78,508,503,10,9,161,160,1,29,1
13362,259,247,89,50,9,0,23,2,2,11,15,82,90,253,253,7,8,254,240,1,396,1
13363,208,221,0,75,111,0,12,0,4,11,7,56,58,297,306,1,3,230,225,0,0,0
13364,93,224,0,48,105,5,9,5,5,5,9,54,29,389,372,1,0,137,232,0,0,0
13365,191,291,6,215,144,0,14,5,0,4,3,67,36,253,240,1,9,225,285,0,0,0
13366,166,205,23,76,66,14,35,7,7,11,13,46,41,43,48,10,9,175,205,1,31,1
13367,146,207,429,215,144,15,36,14,7,14,15,61,38,327,286,10,9,170,216,2,15,1
13368,147,179,6,7,35,11,18,14,8,6,9,97,82,402,418,10,9,161,185,0,10,1
13369,239,313,2,215,144,1,10,6,4,1,5,68,49,282,264,10,9,269,315,0,0,0
13370,259,350,0,92,120,1,25,3,1,7,15,59,43,277,263,1,3,297,349,0,0,0
13371,138,228,0,215,144,14,18,6,13,10,7,48,23,301,287,10,9,154,238,0,0,0
13372,273,304,18,76,124,4,22,5,1,5,19,56,45,257,257,3,3,287,311,1,0,0
13373,106,217,0,215,126,0,16,10,0,6,11,59,39,384,371,1,3,164,228,0,0,0
13374,183,158,21,48,17,16,64,8,10,5,6,72,57,431,442,7,7,158,160,1,4,0
13375,253,255,29,25,11,1,11,3,1,5,8,87,76,344,336,7,7,245,262,1,61,1
13376,279,267,21,48,6,4,17,5,14,8,5,67,83,140,168,7,8,285,246,1,132,1
13377,136,152,100,34,64,15,38,13,15,27,14,62,78,117,182,3,5,145,133,1,69,1
13379,125,207,0,38,98,3,21,4,6,12,10,99,100,370,357,0,0,139,219,0,0,0
13380,218,260,0,65,105,2,12,2,0,7,11,53,52,297,301,4,4,253,257,0,0,0
13381,260,428,0,215,144,0,15,3,2,4,3,61,17,508,503,10,9,296,424,0,6,0
13382,199,328,2,69,144,8,24,4,15,4,6,79,42,277,265,10,9,233,313,0,74,1
13383,218,286,0,215,144,1,11,9,2,1,4,73,54,508,503,10,9,232,279,0,0,0
13384,212,252,0,34,63,1,15,7,1,8,14,64,58,362,348,5,1,231,254,0,0,0
13385,140,225,0,215,144,2,15,2,3,6,8,78,35,337,331,0,9,164,234,0,0,0
13386,109,185,0,215,144,13,15,14,15,9,8,60,32,508,503,10,9,147,193,0,0,0
13387,229,200,125,62,3,8,14,11,10,5,6,91,93,189,227,7,7,212,191,1,58,1
13388,79,151,0,9,77,2,9,2,2,3,3,91,46,411,396,7,6,90,160,0,0,0
13389,154,327,0,215,144,10,12,5,2,4,7,72,28,342,304,10,9,207,323,0,0,0
13390,196,193,6,48,49,15,15,15,8,7,10,68,66,280,305,7,7,175,196,0,0,0
13391,254,334,0,84,136,1,15,5,2,13,4,54,29,278,265,0,2,257,333,0,0,0
13392,245,348,0,96,144,0,13,10,8,4,5,32,11,174,178,1,1,281,351,0,0,0
13393,285,324,0,99,48,12,29,1,0,16,6,47,33,254,264,7,7,278,312,0,0,0
13394,205,239,0,54,61,5,18,7,4,7,12,52,47,369,359,6,2,223,243,0,0,0
13395,138,173,0,23,47,14,27,7,14,8,16,83,47,246,232,7,6,124,180,0,6,0
13396,238,283,0,58,108,12,21,8,11,9,11,74,49,301,293,1,1,218,288,0,0,0
13397,232,234,6,215,105,9,22,9,9,14,13,95,68,178,180,10,9,210,239,0,0,0
13398,189,287,0,58,124,5,16,1,3,8,6,62,29,365,347,0,2,224,288,0,0,0
13399,170,151,33,13,0,6,17,1,1,7,10,85,80,232,176,8,7,153,154,1,88,1
13400,211,254,36,215,144,14,18,7,14,12,13,71,47,508,503,10,9,217,249,1,2,0
13401,84,147,2,13,54,3,25,5,3,3,12,93,59,297,277,2,7,104,144,0,0,0
13402,202,206,6,75,144,7,24,6,7,7,17,86,47,249,255,8,4,170,213,0,0,0
13403,134,207,2,215,144,6,20,14,13,14,12,97,59,508,503,10,9,132,207,0,0,0
13404,237,281,0,215,144,4,17,1,1,8,8,54,69,176,171,7,7,252,252,0,36,1
13405,236,354,21,29,117,3,19,3,3,8,9,49,30,303,294,1,3,288,360,1,4,0
13406,165,172,8,27,30,5,17,3,11,10,7,68,63,143,161,7,7,160,176,0,33,1
13407,198,326,0,75,131,0,16,14,9,6,12,73,46,260,257,0,1,241,311,0,0,0
13408,186,186,0,215,144,8,16,11,10,8,14,73,69,365,355,10,9,175,194,0,170,1
13409,137,179,10,23,18,4,18,0,5,4,5,76,57,259,197,7,7,136,181,1,13,1
13410,339,400,0,119,130,1,21,1,2,13,4,43,21,257,253,1,3,326,391,0,0,0
13411,142,201,0,19,88,3,23,3,5,12,17,68,51,367,346,3,7,164,207,0,0,0
13412,98,191,0,17,105,6,20,5,6,9,11,60,24,345,323,1,0,118,197,0,0,0
13413,170,159,2,7,9,10,8,9,8,5,6,91,84,378,376,10,9,158,168,0,2,0
13414,206,220,148,38,66,14,32,13,15,15,19,71,61,179,221,7,7,214,201,1,59,1
13415,109,209,0,70,121,8,13,8,10,6,5,40,16,338,337,0,0,139,214,0,0,0
13416,155,242,0,34,109,12,15,12,14,7,11,82,35,262,258,1,7,170,241,0,0,0
13417,267,251,0,38,120,9,16,9,9,13,12,76,77,217,232,5,5,252,247,0,0,0
13418,122,228,0,23,42,7,13,9,3,3,11,75,52,400,377,4,6,171,232,0,82,1
13419,89,140,8,9,61,15,9,16,14,0,9,89,63,304,313,1,6,102,142,0,0,0
13420,152,163,65,36,93,16,64,15,15,25,23,60,58,294,328,6,4,164,159,1,8,0
13421,120,188,0,21,44,6,24,6,6,10,12,72,42,289,239,7,7,128,193,0,9,0
13422,207,337,0,215,144,7,16,0,4,2,5,69,33,337,337,10,9,237,343,0,0,0
13423,304,325,95,70,76,9,26,10,9,12,17,90,58,260,255,7,3,280,326,1,151,1
13424,111,140,0,215,144,9,5,16,8,0,5,96,72,189,193,6,7,100,134,0,0,0
13425,212,272,0,215,144,14,17,14,14,8,12,77,44,287,271,10,9,209,276,0,0,0
13426,177,230,0,32,105,4,19,7,4,8,17,56,51,387,366,2,4,204,237,0,0,0
13427,119,212,0,36,101,11,13,1,15,5,9,64,41,368,350,1,3,157,210,0,12,1
13428,113,253,0,38,107,7,23,5,6,11,6,26,13,323,303,1,1,181,255,0,0,0
13429,196,273,0,32,99,1,13,1,0,9,6,38,23,397,386,0,0,223,283,0,0,0
13430,167,174,47,215,144,8,17,11,2,12,13,72,81,408,407,8,8,166,168,1,32,1
13431,117,161,12,25,80,3,19,6,5,8,9,66,44,335,320,6,6,116,160,1,0,0
13432,148,193,2,215,144,16,64,16,13,39,8,99,60,508,503,10,9,399,194,0,0,0
13433,216,209,51,11,4,10,15,12,9,10,11,78,69,353,362,8,8,207,217,1,18,1
13434,325,341,80,40,39,15,15,14,12,6,11,71,77,174,176,6,7,336,303,1,35,1
13435,271,323,0,215,144,16,64,6,9,2,5,73,65,508,503,4,1,282,297,0,15,1
13436,242,291,0,48,91,8,17,12,8,13,16,62,68,285,293,1,1,285,295,0,4,0
13437,263,278,0,75,66,9,17,2,9,8,11,60,54,218,220,6,7,276,279,0,0,0
13438,138,289,0,215,144,10,13,1,9,3,8,46,27,508,503,10,9,247,295,0,0,0
13439,244,312,131,67,88,11,14,0,10,6,9,73,32,275,251,6,2,245,319,1,0,0
13440,162,291,0,215,144,13,14,14,7,4,8,67,34,273,276,10,9,226,301,0,0,0
13441,220,205,0,27,0,4,20,5,5,13,8,69,67,274,282,10,9,202,217,0,22,1
13442,51,14,166,215,144,12,23,13,14,14,13,82,83,508,503,10,9,21,21,1,119,1
13444,75,198,0,34,76,0,7,0,9,5,5,72,24,380,387,2,4,115,207,0,0,0
13445,136,258,0,215,144,4,13,10,14,3,6,65,40,237,238,10,9,192,266,0,0,0
13446,313,336,36,25,28,6,15,14,15,9,6,66,93,173,174,7,8,329,284,1,96,1
13447,266,292,23,32,70,4,14,9,0,8,9,71,65,254,248,4,7,274,278,1,0,0
13448,239,356,0,93,117,4,17,1,3,13,3,45,13,347,328,0,0,237,358,0,0,0
13449,154,216,0,56,97,13,15,15,13,5,9,43,32,241,232,1,1,187,224,0,0,0
13450,244,303,0,215,144,14,28,14,14,18,14,49,20,203,185,10,9,253,313,0,0,0
13451,266,305,0,84,126,4,25,14,4,5,21,56,44,245,242,2,2,291,302,0,0,0
13452,209,221,0,70,90,8,21,10,11,7,14,52,32,272,286,6,4,200,228,0,0,0
13453,222,247,0,48,134,10,19,10,8,10,13,42,41,301,315,3,2,223,245,0,0,0
13454,211,215,2,70,97,16,64,15,15,3,19,64,65,250,272,6,6,222,213,0,0,0
13455,248,374,0,84,129,11,16,5,11,13,11,46,15,315,283,3,1,272,367,0,0,0
13456,304,333,0,215,144,6,20,1,16,10,39,49,43,213,189,4,9,299,338,0,282,1
13457,273,315,0,63,25,12,21,1,15,3,3,58,33,160,152,10,9,270,309,0,26,1
13458,240,351,0,121,116,3,36,7,10,18,11,13,16,159,194,7,6,352,341,0,0,0
13459,166,169,22,63,77,14,37,7,14,11,20,71,80,217,239,3,8,166,135,1,22,1
13460,120,193,0,38,126,12,16,10,11,6,11,76,55,322,331,7,4,172,194,0,0,0
13461,198,298,0,76,113,0,24,10,0,4,17,41,11,321,300,0,0,257,293,0,0,0
13462,127,209,0,17,144,2,9,16,0,0,9,94,55,330,310,10,9,144,211,0,2,0
13463,224,276,0,34,55,12,14,1,15,7,7,72,40,182,179,7,3,220,278,0,0,0
13464,128,200,103,215,144,15,17,12,8,14,11,54,41,335,364,5,9,154,208,1,2,0
13465,137,243,0,215,144,6,12,16,4,0,6,81,38,376,347,10,9,163,254,0,2,0
13466,118,132,16,23,55,6,27,3,6,13,12,67,59,219,234,1,7,113,140,1,16,1
13467,50,166,0,17,144,6,17,16,7,0,11,85,59,342,341,7,6,67,153,0,2,0
13468,248,298,0,44,107,2,16,9,2,8,13,62,50,266,257,1,1,276,306,0,0,0
13469,275,371,0,90,106,3,16,3,3,13,13,41,19,289,290,7,3,302,375,0,0,0
13470,286,334,0,62,103,7,14,12,7,3,13,72,49,243,219,1,1,307,336,0,0,0
13471,181,182,18,5,18,9,11,0,2,7,6,95,85,183,191,10,9,157,177,1,0,0
13472,199,202,0,215,144,16,64,7,14,14,17,56,63,508,503,10,9,190,173,0,0,0
13473,246,266,77,62,97,11,20,12,8,13,16,69,63,333,345,2,4,244,270,1,2,0
13474,219,318,0,215,144,16,64,3,16,2,0,87,41,508,503,1,1,221,327,0,0,0
13475,156,251,52,215,144,10,19,9,9,10,9,48,27,253,309,10,9,201,245,1,0,0
13476,242,303,0,215,144,7,32,0,4,7,5,71,78,150,130,10,9,250,252,0,8,0
13477,312,386,0,93,132,9,19,3,12,4,9,36,25,232,235,10,9,339,390,0,0,0
13478,228,287,429,215,144,2,12,16,4,39,9,99,41,508,503,10,9,399,294,2,0,0
13479,366,217,0,215,144,16,64,16,16,39,39,99,100,508,503,10,9,399,468,0,0,0
13480,240,293,0,78,116,11,15,2,12,5,10,49,41,263,249,7,1,253,294,0,0,0
13481,159,263,0,215,144,16,64,6,16,10,39,19,100,508,503,10,9,238,468,0,2,0
13482,177,193,0,93,5,3,33,6,3,5,14,87,66,199,161,7,6,164,196,0,2,0
13483,263,246,0,50,123,8,20,8,8,19,15,77,74,216,241,6,6,249,255,0,22,1
13484,222,237,0,67,79,15,14,15,10,13,9,53,62,292,283,4,5,237,236,0,0,0
13485,147,240,0,25,103,2,10,2,2,7,5,84,57,372,362,1,3,163,247,0,0,0
13486,139,238,0,30,88,14,15,3,13,3,11,50,27,253,261,5,6,203,249,0,0,0
13487,287,277,6,215,144,8,39,9,8,7,31,69,68,223,239,10,9,294,250,0,29,1
13488,253,284,19,50,144,0,11,8,2,2,7,58,58,282,281,6,7,283,279,1,2,0
13489,139,168,0,215,144,16,64,7,13,20,25,52,38,508,503,0,0,141,171,0,0,0
13490,68,232,0,215,144,10,17,9,8,7,7,49,23,508,503,10,9,181,243,0,0,0
13491,187,287,0,34,103,1,12,16,1,0,12,57,40,254,249,1,1,247,286,0,0,0
13492,173,202,6,215,35,13,14,3,14,9,11,72,71,271,277,3,8,190,191,0,56,1
13493,96,213,0,215,144,7,7,1,7,1,6,70,46,362,359,10,9,130,216,0,0,0
13494,366,123,429,215,144,13,21,16,14,39,13,99,98,508,503,10,9,399,134,2,65,1
13495,245,298,0,114,76,2,14,2,15,13,3,46,25,286,296,5,7,247,306,0,0,0
13496,208,312,0,215,144,10,20,9,10,7,11,60,43,306,297,10,9,234,318,0,0,0
13497,154,154,0,40,13,9,15,2,9,9,8,60,49,377,376,7,5,146,164,0,0,0
13498,234,218,53,34,19,1,30,3,13,9,13,89,90,213,229,5,7,217,204,1,23,1
13499,231,277,0,215,144,11,11,0,8,7,7,85,71,206,188,10,9,227,281,0,0,0
13500,183,173,8,215,144,11,27,11,11,10,19,62,75,340,361,10,8,176,169,0,0,0
13501,180,243,0,42,72,7,12,6,2,6,8,77,55,372,368,6,6,164,230,0,0,0
13502,251,262,0,215,144,10,19,6,10,8,12,74,70,404,403,10,9,238,259,0,0,0
13503,148,248,0,38,104,9,10,8,9,5,5,43,24,360,355,1,1,184,253,0,0,0
13504,153,279,0,32,99,5,10,1,2,4,5,46,24,393,382,0,0,226,282,0,0,0
13505,57,88,2,215,144,15,13,12,13,7,7,95,68,508,503,10,9,49,98,0,2,0
13506,272,279,0,38,2,2,16,9,2,7,12,66,56,261,262,7,7,271,274,0,23,1
13507,123,213,0,27,101,14,14,4,14,4,6,80,45,303,286,6,1,158,224,0,0,0
13508,188,283,0,215,144,12,12,12,10,3,3,48,30,227,206,10,9,211,287,0,0,0
13509,129,240,0,52,120,1,12,0,10,9,3,54,25,329,314,1,1,173,243,0,0,0
13510,239,363,0,215,144,1,13,10,2,3,6,50,17,237,219,10,9,282,372,0,0,0
13511,280,395,0,117,126,9,22,5,6,16,10,42,15,296,287,1,1,301,393,0,0,0
13512,366,89,2,215,144,15,18,16,15,39,10,99,50,508,503,10,9,399,86,0,0,0
13513,99,136,0,215,144,13,12,11,12,6,8,78,61,385,403,7,8,115,133,0,0,0
13514,111,218,0,23,97,1,19,0,1,7,11,62,36,351,336,1,1,141,224,0,0,0
13515,119,208,0,25,89,15,8,8,12,5,7,77,38,339,332,1,6,129,220,0,0,0
13516,212,354,0,63,105,1,17,13,6,3,10,75,33,171,160,1,1,225,346,0,0,0
13517,263,276,79,215,144,10,25,11,10,6,21,87,58,273,275,10,9,248,268,1,4,0
13518,189,223,0,40,132,16,64,1,9,3,18,83,59,296,275,2,1,206,227,0,0,0
13519,288,312,0,72,35,9,19,10,9,12,13,78,55,269,253,8,7,264,319,0,0,0
13520,166,227,0,215,144,4,10,14,5,5,11,66,59,283,267,10,9,197,231,0,0,0
13521,166,189,0,29,71,3,27,6,3,8,15,60,47,348,321,7,7,162,199,0,0,0
13522,206,186,10,50,2,5,25,1,2,10,7,63,89,215,194,7,8,195,176,1,125,1
13523,147,129,73,9,58,13,37,14,13,18,22,69,83,125,150,4,7,126,110,1,46,1
13524,98,196,0,42,97,2,14,11,9,3,9,39,29,377,361,1,5,137,205,0,0,0
13525,118,212,0,19,65,5,16,1,5,9,10,65,34,362,324,7,6,154,217,0,2,0
13526,81,153,0,1,78,0,11,4,1,3,8,80,53,455,441,7,7,104,156,0,0,0
13527,189,195,62,30,90,2,15,2,9,9,6,70,62,289,281,6,1,196,199,1,0,0
13528,172,207,0,103,131,6,29,7,14,13,10,42,38,140,171,10,9,197,216,0,0,0
13529,200,194,0,54,79,12,19,11,12,9,12,55,82,340,347,1,7,197,175,0,4,0
13530,253,300,0,215,144,14,18,14,13,5,14,40,26,249,238,10,9,279,305,0,0,0
13531,204,243,0,215,81,13,18,6,13,10,13,75,42,236,244,6,3,217,246,0,16,1
13532,253,259,0,63,87,8,22,11,8,9,16,71,72,148,228,1,7,256,217,0,0,0
13533,125,167,123,17,58,16,64,13,13,6,13,79,65,273,306,6,7,162,177,1,18,1
13534,147,233,0,19,98,7,5,12,7,4,4,68,45,322,300,1,1,167,246,0,0,0
13535,87,228,0,215,144,7,10,7,11,7,6,59,30,508,503,10,9,185,233,0,0,0
13536,156,235,0,50,78,8,10,12,8,4,5,53,49,321,316,1,7,190,227,0,23,1
13537,33,150,0,7,77,0,4,7,0,4,6,97,39,423,414,3,2,35,159,0,0,0
13538,181,190,4,215,144,16,64,12,12,5,6,50,39,508,503,1,3,164,189,0,1,0
13539,213,236,0,215,144,8,24,8,10,16,17,49,56,392,395,10,9,224,230,0,0,0
13540,145,156,60,215,144,12,33,12,12,13,15,73,71,213,259,7,5,130,149,1,0,0
13541,154,258,2,38,58,6,27,6,9,7,9,62,61,243,211,7,8,181,203,0,0,0
13542,241,233,0,215,144,14,19,7,6,3,9,73,88,135,173,10,9,240,189,0,82,1
13543,106,136,13,9,87,1,13,3,1,4,9,80,59,372,360,6,1,98,145,1,0,0
13544,266,276,0,215,144,4,23,3,4,12,22,69,71,322,304,10,1,265,276,0,0,0
13545,184,165,0,5,13,7,6,16,6,0,7,90,80,273,278,7,8,160,175,0,9,0
13546,250,238,2,48,64,10,13,9,0,8,8,47,52,320,308,2,5,249,232,0,2,0
13547,95,168,0,17,144,9,16,10,10,9,11,76,51,378,382,1,1,128,172,0,2,0
13548,153,199,0,215,144,10,27,10,10,13,18,40,38,311,328,3,3,173,199,0,0,0
13549,151,198,2,215,144,13,6,5,8,2,5,95,78,508,503,10,9,154,187,0,2,0
13550,234,216,42,215,144,8,27,12,8,8,24,88,87,292,320,10,9,203,213,1,42,1
13551,180,206,0,215,144,15,18,15,12,11,8,48,42,336,344,10,4,185,215,0,0,0
13552,216,265,0,62,63,1,16,11,1,3,16,68,70,307,292,7,7,245,249,0,0,0
13553,177,256,2,78,144,10,25,8,8,4,12,51,32,306,324,0,1,186,252,0,0,0
13554,144,233,0,46,93,7,26,6,7,14,18,65,38,209,201,7,6,185,228,0,21,1
13555,273,244,0,215,144,10,28,4,10,7,22,78,81,135,149,10,9,262,240,0,0,0
13556,172,139,121,5,144,12,15,5,7,11,5,94,96,285,279,8,8,150,151,1,103,1
13557,199,190,12,9,144,8,22,12,7,6,5,86,77,404,407,10,9,173,186,1,2,0
13558,140,148,0,25,57,12,14,12,15,9,8,83,69,318,330,6,7,135,151,0,0,0
13559,269,313,0,48,80,2,15,12,2,6,13,88,71,219,221,7,3,262,295,0,0,0
13560,134,224,0,27,105,8,18,10,10,9,11,55,26,320,316,1,1,179,234,0,0,0
13561,105,178,2,215,144,7,17,16,3,0,10,93,52,336,312,8,9,107,190,0,0,0
13562,241,287,0,215,144,14,18,7,14,7,6,50,43,168,167,10,9,257,281,0,0,0
13563,148,157,0,215,144,8,35,12,12,7,14,57,71,248,235,10,8,143,141,0,269,1
13564,165,158,2,215,144,2,9,16,0,0,7,90,65,452,450,10,9,136,162,0,0,0
13565,162,176,0,74,113,15,25,12,15,13,6,45,25,305,306,1,3,149,174,0,0,0
13566,129,282,0,63,121,0,13,2,0,11,6,62,32,349,315,5,4,178,277,0,4,0
13567,96,237,0,38,103,12,17,16,15,0,13,49,26,290,277,2,2,171,246,0,0,0
13568,116,164,121,72,106,15,24,15,12,14,13,62,39,336,361,1,6,126,166,1,0,0
13569,183,218,0,23,60,10,6,16,10,0,2,89,52,384,384,7,5,180,223,0,0,0
13570,133,186,8,34,84,9,13,8,10,6,9,92,58,341,363,8,7,163,194,0,4,0
13571,212,203,62,19,100,13,21,12,13,10,9,71,59,290,286,6,1,202,211,1,16,1
13572,153,200,49,215,144,7,13,12,6,2,8,67,47,373,367,10,9,149,206,1,0,0
13573,174,229,58,27,144,14,13,7,14,7,10,76,45,251,268,6,6,186,242,1,0,0
13574,69,192,0,29,101,16,64,13,2,2,12,53,20,382,364,3,2,111,205,0,0,0
13575,164,238,12,215,106,12,17,6,15,5,12,60,48,282,298,6,4,218,245,1,0,0
13576,205,258,86,215,144,6,16,1,2,5,3,83,42,269,277,10,9,199,258,1,21,1
13577,270,250,2,34,0,2,15,11,9,6,10,62,64,303,304,7,8,251,260,0,18,1
13578,158,277,0,67,144,16,64,16,16,39,39,73,33,508,503,10,9,180,275,0,0,0
13579,248,257,0,215,144,4,27,5,4,10,23,58,66,289,269,10,9,256,253,0,0,0
13580,197,202,2,21,37,6,13,6,1,9,4,86,63,284,301,2,7,186,206,0,0,0
13581,275,271,31,58,29,2,15,10,9,8,8,86,81,279,284,7,7,259,257,1,39,1
13582,199,323,0,75,130,9,13,9,8,2,5,75,41,276,258,4,1,228,337,0,0,0
13583,139,183,13,215,144,1,21,7,1,2,11,97,70,324,314,1,1,119,191,1,39,1
13585,244,233,0,38,106,16,64,6,7,7,13,70,72,357,348,3,1,236,237,0,8,0
