,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
23192,9.7,20.5,0.0,3.0,9.0,9,37.0,9,8,22.0,28.0,62.0,46.0,1020.2,1016.8,7.0,1.0,14.2,19.9,0,0.0,0
23193,4.0,14.1,0.8,1.0,2.9,7,17.0,6,6,6.0,11.0,100.0,89.0,1034.5,1034.0,3.0,7.0,6.3,12.5,0,0.2,0
23194,15.3,31.4,0.0,,13.1,12,41.0,10,12,24.0,28.0,39.0,32.0,1010.9,1008.1,1.0,0.0,22.9,28.7,0,0.0,0
23195,5.2,12.8,0.0,,,10,30.0,9,8,19.0,17.0,82.0,72.0,1029.3,1027.1,2.0,8.0,8.0,11.6,0,0.4,0
23196,20.6,25.2,0.0,,,10,44.0,10,9,33.0,24.0,75.0,69.0,1023.9,1022.8,,,22.0,24.5,0,2.6,1
23197,8.7,26.4,0.0,8.0,13.6,12,31.0,1,12,13.0,11.0,74.0,36.0,1017.3,1013.9,,,14.5,25.4,0,0.0,0
23198,14.6,22.0,0.0,5.0,8.9,12,50.0,12,12,35.0,24.0,50.0,46.0,1020.6,1018.1,1.0,7.0,18.3,20.4,0,0.0,0
23199,13.4,26.5,0.0,5.2,10.9,9,43.0,2,9,19.0,28.0,51.0,48.0,1025.2,1025.3,2.0,2.0,22.9,24.8,0,1.4,1
23200,19.8,35.7,0.0,11.0,12.7,4,43.0,1,14,22.0,20.0,53.0,22.0,1015.9,1011.7,1.0,3.0,24.2,34.2,0,0.0,0
23201,5.8,14.2,6.8,2.6,5.4,14,76.0,6,14,31.0,48.0,83.0,70.0,1008.1,1008.7,,,10.3,13.7,1,2.4,1
23202,15.5,23.3,0.0,3.0,12.6,0,37.0,0,0,20.0,17.0,83.0,58.0,1018.8,1017.2,3.0,0.0,17.9,22.6,0,0.4,0
23203,-1.7,13.8,0.0,,,0,17.0,16,2,0.0,7.0,84.0,54.0,1030.4,1028.1,,,3.3,12.4,0,0.2,0
23204,7.1,17.3,0.0,3.8,8.3,13,43.0,7,14,13.0,30.0,49.0,27.0,1018.3,1015.3,3.0,3.0,12.2,17.0,0,0.0,0
23205,4.3,16.1,0.0,3.0,9.3,16,,13,14,11.0,4.0,70.0,41.0,1020.8,1018.5,0.0,1.0,6.4,15.7,0,0.0,0
23206,17.7,28.0,0.0,,,16,,14,16,6.0,,76.0,71.0,1020.1,1017.9,,,21.5,25.2,0,0.0,0
23207,7.4,15.7,0.0,4.0,7.2,3,56.0,3,6,33.0,19.0,66.0,39.0,1015.4,1012.2,6.0,7.0,8.6,14.6,0,0.0,0
23208,5.1,15.5,1.6,,,13,39.0,4,1,11.0,11.0,79.0,70.0,1012.2,1006.4,8.0,8.0,11.0,14.3,1,3.2,1
23209,20.4,28.5,0.0,,,5,33.0,4,4,20.0,28.0,63.0,61.0,1019.9,1016.5,,,26.7,27.3,0,0.0,0
23210,9.2,18.8,0.2,2.2,8.1,6,54.0,6,13,26.0,31.0,79.0,72.0,1010.2,1009.9,,,13.2,16.8,0,1.2,1
23211,11.8,21.0,0.0,,,8,50.0,8,10,24.0,33.0,49.0,56.0,1025.0,1024.6,,,17.2,19.2,0,0.2,0
23212,2.0,10.4,0.2,2.0,5.5,6,28.0,6,6,19.0,13.0,76.0,47.0,1025.7,1023.9,5.0,5.0,3.7,10.4,0,0.0,0
23213,13.1,27.2,0.0,8.0,9.9,9,30.0,9,8,11.0,9.0,72.0,39.0,1014.3,1011.6,7.0,6.0,18.0,26.2,0,0.0,0
23214,17.5,24.4,0.6,,,4,30.0,15,1,13.0,19.0,85.0,54.0,1025.2,1023.1,,,18.4,22.8,0,0.0,0
23215,3.2,18.9,0.0,3.8,6.9,3,33.0,6,0,6.0,26.0,96.0,56.0,1022.7,1016.8,1.0,6.0,8.9,16.7,0,1.4,1
23216,23.4,31.4,60.4,9.6,5.7,7,54.0,6,14,17.0,20.0,87.0,66.0,1004.0,1002.1,7.0,7.0,27.3,30.9,1,8.6,1
23217,19.5,33.4,0.0,,,2,41.0,11,9,7.0,26.0,67.0,42.0,1010.9,1009.6,,,24.1,29.3,0,0.0,0
23218,14.3,20.0,3.6,,,16,,16,9,0.0,9.0,89.0,76.0,,,7.0,8.0,16.8,19.0,1,13.4,1
23219,-2.6,13.9,0.2,2.0,,3,43.0,4,3,6.0,26.0,86.0,50.0,1009.9,1007.0,0.0,6.0,5.4,13.8,0,1.4,1
23220,7.3,16.8,25.3,,,10,48.0,0,10,9.0,24.0,69.0,49.0,1004.2,1005.4,,,9.3,15.7,1,0.1,0
23221,21.0,27.5,64.6,,0.7,11,39.0,10,11,4.0,17.0,91.0,61.0,1016.9,1013.4,8.0,7.0,21.9,27.1,1,2.4,1
23222,20.7,30.6,0.0,11.2,3.0,4,26.0,2,2,15.0,15.0,51.0,43.0,1012.6,1011.2,7.0,7.0,22.9,28.4,0,0.0,0
23223,20.1,35.6,0.0,6.2,12.8,11,31.0,3,9,17.0,15.0,59.0,36.0,1017.5,1013.6,0.0,2.0,26.1,33.6,0,0.4,0
23224,24.7,33.0,0.0,6.2,3.4,8,28.0,1,1,13.0,11.0,61.0,47.0,1013.2,1010.4,7.0,7.0,29.7,31.9,0,0.0,0
23225,20.6,31.6,0.0,3.8,10.7,2,41.0,10,9,15.0,31.0,65.0,52.0,1014.1,1011.6,6.0,6.0,27.7,29.8,0,0.0,0
23226,1.6,6.6,10.0,,,16,,14,16,20.0,,98.0,,,,,,4.1,,1,0.2,0
23227,13.3,17.6,0.4,4.4,6.3,8,37.0,9,8,11.0,19.0,84.0,70.0,1017.6,1015.7,6.0,7.0,14.1,16.5,0,1.0,0
23228,14.1,16.9,59.4,1.6,0.1,15,43.0,15,15,20.0,22.0,92.0,94.0,1019.0,1015.5,8.0,8.0,14.7,14.5,1,33.4,1
23229,9.5,17.6,0.0,,,2,31.0,10,2,19.0,20.0,69.0,60.0,1026.7,1024.1,,,13.7,16.1,0,0.0,0
23230,25.1,32.7,0.0,2.2,10.3,3,43.0,3,14,11.0,13.0,87.0,56.0,1009.4,1005.8,7.0,4.0,28.0,32.4,0,0.4,0
23231,16.0,27.2,0.0,6.0,6.5,8,30.0,11,8,7.0,11.0,98.0,51.0,1013.4,1010.8,8.0,3.0,16.9,26.4,0,0.0,0
23232,15.2,26.2,0.0,8.0,,0,24.0,12,0,7.0,11.0,72.0,45.0,1018.4,1015.1,,,20.0,24.9,0,0.0,0
23233,18.5,27.3,0.0,5.0,5.0,15,65.0,3,3,15.0,33.0,69.0,44.0,1003.5,995.6,,,19.8,26.4,0,4.8,1
23234,14.1,21.8,0.0,7.4,6.4,15,48.0,15,12,19.0,28.0,52.0,40.0,1014.9,1016.1,7.0,7.0,17.1,20.1,0,0.0,0
23235,11.8,18.1,7.5,,,9,69.0,10,10,37.0,37.0,70.0,61.0,1002.2,1005.3,,,15.7,16.3,1,0.0,0
23236,5.6,20.2,0.0,3.0,5.6,15,19.0,4,7,6.0,6.0,84.0,48.0,1019.0,1016.1,6.0,0.0,12.8,20.0,0,0.0,0
23237,19.4,24.0,10.4,5.2,0.9,2,46.0,2,2,24.0,24.0,86.0,84.0,1014.1,1011.8,,,21.2,22.9,1,99.4,1
23238,8.2,14.4,2.0,0.0,1.9,10,43.0,10,8,26.0,19.0,80.0,67.0,1017.4,1017.0,7.0,7.0,11.1,13.3,1,0.2,0
23239,18.5,22.7,111.8,,,1,56.0,0,2,26.0,24.0,91.0,90.0,1013.9,1011.9,,,20.5,20.4,1,30.2,1
23240,4.3,23.2,0.0,3.8,,4,19.0,16,1,0.0,11.0,99.0,49.0,1026.5,1020.2,,,7.6,22.8,0,0.0,0
23241,18.3,33.4,0.0,,,1,61.0,5,4,33.0,33.0,35.0,28.0,,,,,25.3,30.2,0,0.8,0
23242,21.7,33.2,0.0,,,5,41.0,7,4,19.0,24.0,61.0,67.0,1009.6,1007.9,,,29.2,26.5,0,0.0,0
23243,-0.1,20.6,0.0,,,10,15.0,16,4,0.0,4.0,81.0,30.0,1030.2,1025.9,,,8.4,20.2,0,0.0,0
23244,5.9,11.1,0.6,,,7,43.0,14,7,19.0,19.0,93.0,69.0,1013.3,1013.6,8.0,8.0,6.3,10.4,0,3.4,1
23245,2.0,14.9,0.0,,,7,28.0,16,7,0.0,17.0,81.0,55.0,1028.6,1026.6,,,7.8,13.9,0,0.0,0
23246,14.4,22.6,0.0,3.8,,5,41.0,4,5,20.0,28.0,62.0,44.0,1023.0,1020.3,7.0,7.0,14.9,20.2,0,0.0,0
23247,22.7,29.0,0.4,4.4,1.6,11,37.0,13,7,7.0,7.0,73.0,60.0,1007.4,1006.4,8.0,7.0,25.5,27.5,0,0.6,0
23248,19.9,30.8,13.2,6.6,6.6,12,61.0,5,5,24.0,26.0,90.0,57.0,1005.2,1003.3,7.0,5.0,21.6,29.6,1,39.0,1
23249,10.4,14.0,0.0,1.4,3.7,16,,15,12,30.0,26.0,67.0,63.0,1030.1,1028.8,7.0,7.0,12.2,13.6,0,0.0,0
23250,20.5,28.4,0.0,,,8,56.0,10,10,46.0,39.0,53.0,53.0,1012.5,1010.8,,,25.9,26.8,0,0.8,0
23251,21.7,29.3,0.0,5.2,0.0,13,26.0,0,4,6.0,9.0,65.0,64.0,1008.1,1004.4,6.0,6.0,26.8,27.4,0,41.8,1
23252,12.4,23.3,0.0,,,10,48.0,8,10,26.0,31.0,82.0,38.0,,,7.0,,14.2,21.9,0,0.2,0
23253,8.3,28.9,0.0,,,7,35.0,9,14,4.0,19.0,53.0,26.0,1016.9,1014.3,,,19.6,28.5,0,0.0,0
23254,19.9,25.7,0.4,,,11,57.0,11,8,13.0,33.0,87.0,83.0,1012.4,1010.0,,,21.4,23.3,0,4.0,1
23255,11.0,21.2,0.4,5.2,2.4,6,81.0,6,6,35.0,13.0,54.0,45.0,1006.9,1002.4,5.0,7.0,18.8,20.0,0,3.2,1
23256,11.6,26.1,0.0,8.4,9.6,4,30.0,4,1,15.0,19.0,67.0,60.0,1021.0,1014.2,1.0,0.0,20.1,24.2,0,0.0,0
23257,20.4,33.3,0.0,8.0,13.0,12,48.0,10,11,22.0,24.0,62.0,29.0,1012.7,1010.1,1.0,1.0,22.6,32.6,0,0.0,0
23258,8.4,12.8,0.0,1.0,0.0,3,22.0,3,5,11.0,9.0,78.0,55.0,1031.8,1028.5,7.0,7.0,9.9,12.5,0,0.0,0
23259,12.7,22.0,0.8,4.0,11.4,8,31.0,12,10,20.0,20.0,53.0,31.0,1008.8,1006.8,6.0,5.0,16.6,21.7,0,0.0,0
23260,7.1,18.1,0.0,2.6,9.6,11,35.0,14,8,13.0,20.0,54.0,71.0,1027.8,1027.5,1.0,2.0,12.1,16.5,0,0.0,0
23261,13.8,26.8,0.0,,,16,,16,9,0.0,7.0,83.0,51.0,,,1.0,1.0,18.8,26.2,0,0.0,0
23262,19.3,36.9,0.0,10.0,12.7,15,44.0,8,13,6.0,22.0,48.0,15.0,1004.2,1002.6,1.0,2.0,27.4,35.7,0,0.0,0
23264,15.6,39.2,0.0,11.8,13.5,4,35.0,4,12,19.0,20.0,15.0,12.0,1011.1,1009.3,2.0,2.0,32.3,34.7,0,0.0,0
23265,11.2,20.3,0.0,,,12,43.0,12,12,17.0,19.0,68.0,51.0,1016.0,1013.8,7.0,7.0,14.5,18.9,0,0.0,0
23266,15.0,20.0,11.0,,,16,,10,16,11.0,,99.0,,1020.1,,8.0,,15.0,,1,44.0,1
23267,19.5,24.5,0.0,9.0,0.0,14,26.0,0,1,7.0,7.0,85.0,91.0,1016.3,1013.0,8.0,8.0,20.1,19.8,0,23.6,1
23268,19.8,26.0,25.4,7.8,8.2,2,41.0,0,8,28.0,15.0,78.0,68.0,1011.6,1011.4,7.0,5.0,22.5,25.1,1,0.8,0
23269,4.3,18.5,0.0,3.6,10.3,9,33.0,10,2,19.0,9.0,49.0,36.0,1029.3,1026.6,2.0,1.0,12.5,18.2,0,0.0,0
23270,21.7,35.1,0.0,4.2,11.4,5,37.0,5,6,28.0,17.0,63.0,25.0,1018.6,1014.5,1.0,4.0,24.7,34.0,0,0.0,0
23271,13.4,19.1,0.0,9.4,7.3,8,39.0,8,8,20.0,19.0,52.0,56.0,1023.9,1021.4,6.0,7.0,17.2,17.0,0,0.0,0
23272,9.4,18.5,0.0,4.8,2.1,13,43.0,11,12,13.0,15.0,77.0,62.0,1008.7,1008.8,5.0,7.0,14.4,16.6,0,0.0,0
23273,10.8,19.2,0.0,3.0,7.1,3,57.0,6,3,24.0,39.0,52.0,36.0,1024.0,1018.5,7.0,,13.3,19.1,0,0.2,0
23274,2.3,12.5,8.0,,,10,26.0,9,10,2.0,11.0,99.0,51.0,1018.6,1019.7,,,3.7,11.7,1,0.0,0
23275,16.6,26.8,0.0,8.0,12.6,16,,5,1,7.0,24.0,47.0,55.0,1019.3,1015.4,3.0,1.0,23.6,24.9,0,0.0,0
23276,12.4,30.5,0.0,4.8,,10,33.0,9,3,13.0,11.0,67.0,27.0,1018.8,1014.8,0.0,0.0,16.4,28.5,0,0.0,0
23277,7.7,9.3,8.2,0.4,0.0,0,22.0,2,2,9.0,11.0,95.0,95.0,1025.8,1024.0,8.0,8.0,7.9,9.2,1,10.0,1
23278,9.7,18.4,0.2,5.2,11.5,9,56.0,11,10,28.0,35.0,51.0,42.0,1017.4,1018.9,2.0,5.0,14.5,17.7,0,0.0,0
23279,-1.3,13.7,0.0,1.0,7.0,0,26.0,14,0,9.0,20.0,98.0,56.0,1039.1,1036.9,6.0,6.0,1.2,13.4,0,0.2,0
23280,1.5,20.9,0.0,3.0,10.2,0,33.0,3,0,7.0,26.0,66.0,36.0,1021.7,1015.2,1.0,3.0,10.8,19.9,0,0.2,0
23281,5.4,10.3,2.0,,,15,48.0,15,12,20.0,24.0,98.0,85.0,1010.5,1011.8,8.0,8.0,6.6,7.9,1,1.6,1
23282,15.8,33.0,0.0,9.6,6.4,14,54.0,3,7,17.0,31.0,47.0,21.0,1012.0,1006.1,7.0,7.0,23.1,31.3,0,4.6,1
23283,4.4,18.9,0.0,,,16,,16,16,0.0,0.0,67.0,46.0,,,6.0,6.0,11.8,17.8,0,0.0,0
23284,15.2,34.2,0.0,11.4,13.2,12,28.0,8,11,6.0,13.0,71.0,26.0,1017.5,1014.4,1.0,1.0,19.3,33.0,0,0.0,0
23285,12.0,18.1,0.4,3.0,1.0,16,,0,0,7.0,37.0,81.0,59.0,1020.2,1020.2,,7.0,14.1,17.7,0,2.6,1
23286,20.7,22.9,5.0,11.2,1.6,12,35.0,12,8,15.0,15.0,95.0,60.0,1008.3,1011.6,,,20.9,21.4,1,3.8,1
23287,10.9,18.9,3.4,2.6,3.8,10,20.0,5,12,7.0,9.0,97.0,61.0,1024.8,1023.1,7.0,6.0,12.5,18.9,1,0.2,0
23288,9.2,19.5,0.0,1.6,5.6,3,26.0,3,3,2.0,17.0,83.0,48.0,1018.3,1014.2,,,12.9,19.0,0,0.0,0
23290,12.8,14.7,0.4,3.6,0.1,3,65.0,3,3,39.0,22.0,80.0,82.0,1016.6,1014.7,,8.0,14.1,14.1,0,11.8,1
23291,12.2,21.8,0.8,,,3,61.0,3,5,13.0,30.0,75.0,82.0,1011.9,1006.3,,,18.4,19.3,0,0.2,0
23292,15.4,32.7,0.0,10.2,11.7,9,28.0,9,9,15.0,13.0,30.0,12.0,1019.0,1016.0,7.0,6.0,19.6,30.0,0,0.0,0
23293,7.1,17.4,3.2,4.6,6.6,13,31.0,5,12,15.0,19.0,82.0,65.0,1021.3,1020.2,6.0,4.0,12.6,16.2,1,0.8,0
23294,25.2,32.6,0.0,8.6,7.1,4,50.0,3,4,28.0,35.0,70.0,72.0,1015.8,1013.7,3.0,7.0,28.7,27.5,0,0.0,0
23295,16.2,24.5,0.0,7.6,3.1,4,52.0,14,4,9.0,33.0,54.0,44.0,1020.1,1016.3,8.0,7.0,20.2,23.4,0,0.0,0
23296,13.3,23.2,0.0,3.4,3.5,5,46.0,5,5,24.0,22.0,70.0,50.0,1021.1,1016.4,7.0,7.0,16.5,21.9,0,19.0,1
23297,23.4,29.1,9.8,3.8,2.3,8,26.0,8,10,9.0,17.0,83.0,66.0,1012.1,1009.1,7.0,7.0,25.6,28.7,1,0.0,0
23298,19.4,24.5,0.2,7.6,0.4,2,41.0,2,2,22.0,24.0,80.0,69.0,1019.4,1019.3,7.0,7.0,21.6,22.8,0,0.2,0
23299,20.1,33.3,0.0,8.8,13.0,16,,5,5,19.0,13.0,64.0,41.0,1017.5,1013.4,1.0,4.0,24.5,31.5,0,0.0,0
23300,24.7,33.4,0.0,6.0,10.0,3,24.0,1,3,11.0,15.0,77.0,57.0,1013.0,1008.5,1.0,4.0,29.9,33.0,0,0.0,0
23301,28.6,33.3,0.0,7.2,7.3,6,31.0,14,14,17.0,24.0,68.0,62.0,1009.7,1006.6,7.0,7.0,30.5,32.4,0,0.0,0
23302,20.5,36.1,0.0,7.4,12.0,15,31.0,13,5,7.0,13.0,60.0,50.0,1010.0,1006.5,0.0,1.0,27.8,33.1,0,0.0,0
23303,25.7,39.8,0.0,13.2,12.1,9,48.0,1,0,20.0,17.0,34.0,22.0,1006.7,1003.1,8.0,6.0,33.9,38.2,0,0.0,0
23304,21.0,28.0,0.2,5.4,9.9,4,33.0,4,1,7.0,17.0,69.0,60.0,1014.4,1009.1,3.0,1.0,24.7,26.8,0,0.0,0
23305,15.1,20.5,1.4,5.2,2.1,6,59.0,4,3,11.0,13.0,76.0,84.0,1017.8,1014.3,6.0,7.0,18.0,19.1,1,0.0,0
23306,12.6,22.1,0.6,3.6,3.6,15,44.0,14,13,20.0,30.0,94.0,57.0,1020.2,1019.3,,,15.1,20.1,0,1.0,0
23307,11.7,23.2,0.0,,,12,28.0,12,9,17.0,6.0,67.0,49.0,1020.8,1018.1,,,18.4,22.6,0,0.0,0
23308,8.6,18.7,0.0,,,14,52.0,3,14,9.0,28.0,64.0,40.0,1010.0,1007.9,,,13.9,18.0,0,0.0,0
23309,18.3,28.6,0.0,6.2,11.0,10,30.0,11,2,7.0,17.0,63.0,47.0,1017.2,1015.1,2.0,2.0,25.2,27.0,0,0.0,0
23310,11.7,25.7,0.0,,,5,33.0,7,4,15.0,22.0,43.0,70.0,1022.5,1019.4,,,21.7,20.3,0,0.0,0
23311,13.4,22.4,87.0,,3.1,13,39.0,8,4,6.0,4.0,88.0,76.0,1017.4,1014.5,7.0,7.0,16.1,20.1,1,1.6,1
23312,18.1,23.1,0.0,5.6,0.0,12,15.0,13,16,6.0,0.0,74.0,89.0,1011.3,1008.4,7.0,8.0,20.8,19.3,0,3.4,1
23313,1.2,13.4,0.0,1.8,,5,19.0,4,7,7.0,7.0,99.0,56.0,1027.6,1025.3,,,5.4,13.3,0,0.0,0
23314,14.9,18.6,1.0,4.0,8.8,12,50.0,13,12,26.0,26.0,65.0,70.0,1017.3,1016.2,1.0,2.0,17.3,16.7,0,0.0,0
23315,15.3,24.2,0.0,12.8,11.4,15,54.0,15,15,30.0,30.0,55.0,24.0,1008.1,1011.6,6.0,2.0,17.1,22.7,0,0.0,0
23316,8.8,16.3,6.0,2.2,3.8,4,31.0,4,6,11.0,13.0,96.0,65.0,1011.2,1006.5,7.0,7.0,10.1,15.0,1,2.8,1
23317,21.0,26.2,0.0,8.0,4.0,11,35.0,10,9,20.0,22.0,77.0,75.0,1016.6,1015.6,7.0,6.0,24.5,25.5,0,0.0,0
23318,6.0,15.0,0.0,,,16,,13,13,33.0,30.0,58.0,50.0,,,,,9.8,14.2,0,0.0,0
23319,9.1,18.4,0.4,,,10,28.0,10,9,6.0,11.0,84.0,64.0,,,,,12.3,16.4,0,0.2,0
23320,10.7,18.6,0.0,,,15,24.0,15,9,11.0,15.0,62.0,69.0,1018.6,1016.3,,,14.9,17.7,0,0.0,0
23321,8.9,18.8,0.2,,,5,35.0,5,6,20.0,11.0,70.0,52.0,1017.0,1011.9,,,11.6,18.7,0,0.0,0
23322,7.6,16.9,0.0,2.0,0.3,14,24.0,5,13,2.0,9.0,71.0,64.0,1017.3,1015.2,7.0,8.0,12.4,16.0,0,0.8,0
23323,12.9,15.4,0.4,1.2,0.0,0,26.0,11,9,13.0,13.0,92.0,91.0,1024.7,1023.1,8.0,8.0,13.4,14.7,0,2.2,1
23324,12.1,19.3,0.0,4.8,10.0,9,35.0,2,9,9.0,19.0,76.0,64.0,1021.8,1020.7,8.0,6.0,14.4,18.2,0,0.0,0
23325,3.4,7.6,4.2,,,11,28.0,9,2,7.0,6.0,,96.0,,,,,,4.9,1,2.6,1
23326,2.1,14.2,0.0,3.0,,12,30.0,12,8,9.0,13.0,82.0,41.0,1022.5,1021.1,1.0,1.0,6.6,14.1,0,0.0,0
23327,10.8,28.4,0.0,8.2,11.5,0,44.0,1,1,15.0,22.0,31.0,11.0,1027.6,1022.1,0.0,0.0,18.7,27.8,0,0.0,0
23328,13.1,21.1,11.2,5.6,10.7,8,39.0,9,8,22.0,15.0,65.0,55.0,1025.9,1023.3,6.0,1.0,15.7,20.3,1,0.0,0
23329,14.0,24.0,0.0,8.0,12.3,16,,11,11,17.0,28.0,58.0,73.0,1020.9,1016.5,3.0,3.0,21.5,20.5,0,0.0,0
23330,12.7,25.6,43.4,4.4,6.7,7,65.0,3,7,13.0,39.0,93.0,34.0,1008.3,1004.0,8.0,4.0,16.1,23.8,1,1.6,1
23331,8.9,23.2,0.0,5.0,13.3,10,54.0,9,8,30.0,30.0,50.0,37.0,1018.1,1016.1,1.0,1.0,16.6,22.3,0,0.0,0
23332,20.2,33.3,0.0,11.8,5.2,5,43.0,5,3,30.0,28.0,53.0,29.0,1016.5,1013.9,7.0,7.0,25.8,32.0,0,0.0,0
23333,16.8,22.7,2.2,2.6,7.3,9,39.0,11,9,7.0,15.0,68.0,65.0,1020.4,1019.5,4.0,7.0,21.0,20.9,1,2.2,1
23334,18.9,30.6,0.0,11.8,12.3,11,54.0,8,11,19.0,28.0,61.0,29.0,1015.9,1014.3,1.0,0.0,20.9,28.6,0,0.0,0
23335,5.1,19.4,0.0,2.2,10.2,2,26.0,1,4,7.0,6.0,66.0,43.0,1025.3,1021.4,0.0,1.0,12.5,19.3,0,0.0,0
23336,8.7,18.8,0.4,,,13,56.0,15,15,30.0,28.0,37.0,26.0,,,,,13.0,16.9,0,0.0,0
23337,19.8,25.0,3.4,,,16,,9,9,4.0,28.0,81.0,69.0,,,8.0,6.0,21.3,23.8,1,2.8,1
23338,6.2,24.9,0.0,4.8,14.0,8,33.0,0,10,20.0,11.0,63.0,39.0,1021.5,1017.8,2.0,1.0,15.5,24.0,0,0.0,0
23339,10.2,16.0,0.0,,,12,13.0,8,8,9.0,4.0,87.0,80.0,1014.8,1012.6,,8.0,13.0,15.0,0,4.2,1
23340,15.8,20.4,11.6,,,4,41.0,0,1,19.0,22.0,83.0,83.0,1025.4,1022.5,,,18.8,18.7,1,1.6,1
23341,10.7,18.2,1.2,,3.0,5,35.0,5,3,13.0,20.0,65.0,47.0,1015.6,1012.3,5.0,6.0,14.6,16.3,1,7.6,1
23342,2.0,20.6,0.0,,,7,61.0,7,14,17.0,30.0,55.0,32.0,,,,,13.7,19.1,0,0.6,0
23344,21.8,28.7,0.8,4.6,3.4,2,28.0,1,5,15.0,13.0,68.0,61.0,1014.7,1012.8,7.0,7.0,26.8,27.0,0,0.6,0
23345,19.5,22.9,13.0,7.8,0.2,16,,8,8,22.0,17.0,90.0,75.0,1017.7,1017.6,8.0,8.0,19.6,21.0,1,0.2,0
23346,12.3,31.3,0.0,,,10,39.0,9,10,13.0,22.0,69.0,38.0,1018.9,1016.1,,,17.0,30.1,0,0.0,0
23347,23.0,30.2,0.2,6.8,10.3,4,28.0,10,1,7.0,15.0,69.0,67.0,1014.7,1011.1,4.0,6.0,28.3,29.6,0,22.2,1
23348,1.0,10.5,0.4,,,12,20.0,16,16,0.0,0.0,100.0,78.0,1030.4,1029.2,8.0,2.0,4.4,9.2,0,0.4,0
23349,18.5,38.4,0.0,15.8,12.8,2,37.0,0,9,24.0,24.0,12.0,5.0,1015.7,1010.9,0.0,0.0,31.0,37.6,0,0.0,0
23350,10.6,29.8,0.0,3.4,12.0,5,41.0,1,3,15.0,22.0,74.0,39.0,1013.4,1007.8,,,18.5,27.5,0,0.8,0
23351,21.0,31.7,0.0,8.2,10.8,9,56.0,2,4,30.0,15.0,50.0,46.0,1014.9,1010.9,5.0,5.0,23.6,31.2,0,0.0,0
23352,14.5,22.0,0.0,5.4,0.3,16,,5,13,7.0,6.0,66.0,90.0,1005.4,1004.1,8.0,8.0,17.0,17.0,0,0.0,0
23353,10.3,25.1,0.0,6.2,10.5,4,30.0,2,4,7.0,19.0,47.0,40.0,1019.1,1015.8,0.0,1.0,19.8,24.4,0,0.0,0
23354,13.0,18.5,2.4,4.2,2.4,16,,5,6,4.0,11.0,92.0,70.0,1012.4,1009.5,6.0,5.0,14.0,16.8,1,14.0,1
23355,9.0,18.7,3.8,,,1,50.0,2,0,15.0,19.0,62.0,51.0,,,,,13.4,17.5,1,0.4,0
23356,13.1,23.8,0.0,3.6,9.9,2,31.0,11,2,4.0,13.0,69.0,54.0,1025.1,1022.9,1.0,5.0,19.4,20.6,0,0.0,0
23357,14.5,24.0,0.0,5.0,8.7,16,,13,14,26.0,24.0,84.0,50.0,1023.4,1021.8,7.0,4.0,17.4,22.9,0,0.0,0
23358,19.6,24.9,2.0,2.0,0.5,11,46.0,11,8,22.0,31.0,93.0,69.0,1019.9,1019.8,8.0,7.0,20.5,24.2,1,6.8,1
23359,25.5,31.7,1.0,6.2,1.2,2,43.0,9,1,28.0,28.0,83.0,67.0,1006.0,1003.2,7.0,7.0,26.7,29.7,0,4.4,1
23360,-3.9,13.1,0.0,,,8,26.0,12,6,7.0,13.0,61.0,35.0,1024.9,1021.0,,,4.5,12.5,0,0.0,0
23361,3.0,14.7,2.6,2.6,8.4,15,63.0,15,15,22.0,37.0,78.0,48.0,1016.7,1014.5,6.0,6.0,8.5,13.8,1,0.0,0
23362,18.0,23.2,5.2,4.6,0.8,15,24.0,15,8,15.0,9.0,93.0,85.0,1017.7,1017.4,8.0,8.0,20.0,22.4,1,19.4,1
23363,12.1,17.1,0.0,3.6,6.1,16,,9,2,13.0,15.0,59.0,64.0,1021.2,1020.5,6.0,6.0,15.8,15.5,0,0.0,0
23364,25.1,34.5,0.0,6.2,9.9,4,41.0,1,4,9.0,26.0,68.0,39.0,1013.8,1009.8,6.0,7.0,29.2,32.8,0,0.0,0
23365,18.9,30.9,1.4,11.4,7.2,8,52.0,1,8,17.0,15.0,68.0,48.0,1009.5,1005.2,3.0,6.0,23.5,30.5,1,0.0,0
23366,3.4,10.1,0.0,,,7,52.0,14,15,22.0,20.0,75.0,88.0,,,,,6.8,5.6,0,0.4,0
23367,10.2,25.1,0.0,8.8,,16,,16,16,,,59.0,41.0,,,,,15.4,23.5,0,0.0,0
23368,23.4,40.8,0.0,12.0,12.3,4,44.0,7,4,9.0,28.0,60.0,29.0,1011.4,1006.2,0.0,1.0,27.6,38.0,0,0.0,0
23369,13.5,20.7,0.0,7.8,2.4,3,76.0,3,11,43.0,20.0,54.0,73.0,1018.6,1019.4,7.0,7.0,16.8,15.8,0,0.0,0
23370,8.3,25.2,0.0,,,5,20.0,3,3,11.0,6.0,75.0,46.0,1022.6,1017.5,,,17.2,24.4,0,0.0,0
23371,11.3,14.5,1.2,2.2,8.2,16,,9,9,24.0,19.0,65.0,58.0,1025.1,1024.3,7.0,4.0,13.3,13.8,1,1.4,1
